New CPI Commodity,"Weight SNo.
5.496 1
3.161 2
2.886 3
2.849 4
2.805 5
2.312 6
1.876 7
1.846 8
1.699 9
1.667 10",Old CPI Commodity
"Mobile Phone Airtime
City Bus/Matatu Fares (Town and Environs)
Actual monthly house rent - single room
Hotel and restaurant prepared foods
Beef - With Bones
Actual monthly house rent - 2 bedroom
Fresh packeted cow milk
Beer (Lagers,Stouts)
Fresh unpacketed cow milk / Fresh Cream
White bread",,"Rent- Other Houses
Matatu Fares
House/Bungalow
Beef With Bones
Rent- Flat
Cell Phone Airtime
Kerosene Stove
Sugar
Restaurants And Hotels: Food
Fresh Packeted Milk"
