
"Change Over Last Month Change Over Last Month
Commodity Name (April 2023 - May 2023) Commodity Name (April 2023 - May 2023)",2023,April
,2023,April
FOOD ITEMS,2023,April
"Sugar (1 Kg) 22.1% Beef with Bones (1 Kg) 1.7%
Carrots ( 1 Kg) 6.3% Aromatic Unbroken Rice - 0.8%
Pishori/Basmati (2 Kgs)
Onions (1 Kg) 5.1% Tomatoes (1 Kg) 2.6%
Beans (1 Kg) 3.6% Avocados (1 Kg) 4.4%
Maize Grain - Loose (1 Kg) 3.5% Cabbages (1 Kg) 5.7%
Wheat Flour - White (2 Kgs) 2.8% Kale - Sukuma Wiki (1 Kg) 7.4%
Potatoes (1 Kg) 2.3%",2023,April
NON-FOOD ITEMS,2023,April
"Kerosene/Paraffin (1 Litre) 10.2% Electricity (200 Kilowatts) 1.4%
Monthly House Rent -
Diesel (1 Litre) 3.8% 0.5%
Single Room
Petrol (1 Litre) 1.8% Cooking Gas/LPG (13 Kgs) 0.3%
Electricity (50 Kilowatts) 1.7%",2023,April
